Status	MARCField	MARCFieldLabel	MARCInd1Label	MARCInd1Value	MARCInd1ValueLabel	MARCInd2Label	MARCInd2Value	MARCInd2ValueLabel	CharacterPosition	CharacterPositionLabel	MARCSubfield	MARCSubfieldLabel	CodeValue	CodeValueLabel	MARCTagCondition1	Condition1Values	MARCTagCondition2	Condition2Values	RDA Registry URI	RDA Registry Label	Recording Method	Justification for Mapping	Transformation Notes	Problems with Mapping	Notes (Uncategorized)																											
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				lyricist family|has lyricist family			http://rdaregistry.info/Elements/w/P10571	has lyricist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				librettist family|has librettist family			http://rdaregistry.info/Elements/w/P10572	has librettist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				rapporteur family|has rapporteur family			http://rdaregistry.info/Elements/w/P10573	has rapporteur family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				honouree family of work|has honouree family of work			http://rdaregistry.info/Elements/w/P10574	has honouree family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				choreographer family|has choreographer family			http://rdaregistry.info/Elements/w/P10575	has choreographer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				cartographer family of work|has cartographer family of work			http://rdaregistry.info/Elements/w/P10576	has cartographer family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				author family|has author family			http://rdaregistry.info/Elements/w/P10577	has author family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				creator family of work|has creator family of work			http://rdaregistry.info/Elements/w/P10578	has creator family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				architect family|has architect family			http://rdaregistry.info/Elements/w/P10579	has architect family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				commissioning family|has commissioning family			http://rdaregistry.info/Elements/w/P10580	has commissioning family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				programmer family|has programmer family			http://rdaregistry.info/Elements/w/P10581	has programmer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				designer family|has designer family			http://rdaregistry.info/Elements/w/P10582	has designer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				composer family of work|has composer family of work			http://rdaregistry.info/Elements/w/P10583	has composer family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				inventor family|has inventor family			http://rdaregistry.info/Elements/w/P10584	has inventor family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				compiler family|has compiler family			http://rdaregistry.info/Elements/w/P10585	has compiler family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				photographer family of work|has photographer family of work			http://rdaregistry.info/Elements/w/P10586	has photographer family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				interviewer family of work|has interviewer family of work			http://rdaregistry.info/Elements/w/P10587	has interviewer family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				interviewee family of work|has interviewee family of work			http://rdaregistry.info/Elements/w/P10588	has interviewee family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				aggregator family|has aggregator family			http://rdaregistry.info/Elements/w/P10589	has aggregator family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				remix artist family|has remix artist family			http://rdaregistry.info/Elements/w/P10590	has remix artist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				filmmaker family|has filmmaker family			http://rdaregistry.info/Elements/w/P10591	has filmmaker family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				artist family|has artist family			http://rdaregistry.info/Elements/w/P10592	has artist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				founder family of work|has founder family of work			http://rdaregistry.info/Elements/w/P10593	has founder family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				casting director family|has casting director family			http://rdaregistry.info/Elements/w/P10594	has casting director family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				producer family|has producer family			http://rdaregistry.info/Elements/w/P10595	has producer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				director family|has director family			http://rdaregistry.info/Elements/w/P10596	has director family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				issuing family|has issuing family			http://rdaregistry.info/Elements/w/P10597	has issuing family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				organizer family|has organizer family			http://rdaregistry.info/Elements/w/P10598	has organizer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				consultant family|has consultant family			http://rdaregistry.info/Elements/w/P10599	has consultant family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				sponsoring collective agent of work|has sponsoring collective agent of work			http://rdaregistry.info/Elements/w/P10604	has sponsoring collective agent of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				sponsoring family of work|has sponsoring family of work			http://rdaregistry.info/Elements/w/P10606	has sponsoring family of work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				"editorial director collective agent""|has editorial director collective agent"""			http://rdaregistry.info/Elements/w/P10464	"has editorial director collective agent"""																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				radio producer famil|has radio producer famil			http://rdaregistry.info/Elements/w/P10564	has radio producer famil																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				related family of expression|has related family of expression			http://rdaregistry.info/Elements/e/P20303	has related family of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				related collective agent of expression|has related collective agent of expression			http://rdaregistry.info/Elements/e/P20305	has related collective agent of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				choral conductor collective agent|has choral conductor collective agent			http://rdaregistry.info/Elements/e/P20395	has choral conductor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				interviewer collective agent of expression|has interviewer collective agent of expression			http://rdaregistry.info/Elements/e/P20396	has interviewer collective agent of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				editor collective agent|has editor collective agent			http://rdaregistry.info/Elements/e/P20397	has editor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				draftsman collective agent|has draftsman collective agent			http://rdaregistry.info/Elements/e/P20398	has draftsman collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				colourist collective agent|has colourist collective agent			http://rdaregistry.info/Elements/e/P20399	has colourist collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				makeup artist collective agent|has makeup artist collective agent			http://rdaregistry.info/Elements/e/P20400	has makeup artist collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				musical director collective agent|has musical director collective agent			http://rdaregistry.info/Elements/e/P20401	has musical director collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				sound designer collective agent|has sound designer collective agent			http://rdaregistry.info/Elements/e/P20402	has sound designer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				lighting designer collective agent|has lighting designer collective agent			http://rdaregistry.info/Elements/e/P20403	has lighting designer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				costume designer collective agent|has costume designer collective agent			http://rdaregistry.info/Elements/e/P20404	has costume designer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				translator collective agent|has translator collective agent			http://rdaregistry.info/Elements/e/P20405	has translator collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				reviser collective agent|has reviser collective agent			http://rdaregistry.info/Elements/e/P20406	has reviser collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				audio engineer collective agent|has audio engineer collective agent			http://rdaregistry.info/Elements/e/P20407	has audio engineer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				DJ collective agent|has DJ collective agent			http://rdaregistry.info/Elements/e/P20408	has DJ collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				art director collective agent|has art director collective agent			http://rdaregistry.info/Elements/e/P20409	has art director collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				performer collective agent|has performer collective agent			http://rdaregistry.info/Elements/e/P20410	has performer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				court reporter collective agent|has court reporter collective agent			http://rdaregistry.info/Elements/e/P20411	has court reporter collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				software developer collective agent|has software developer collective agent			http://rdaregistry.info/Elements/e/P20412	has software developer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				interviewee collective agent of expression|has interviewee collective agent of expression			http://rdaregistry.info/Elements/e/P20413	has interviewee collective agent of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				restorationist collective agent of expression|has restorationist collective agent of expression			http://rdaregistry.info/Elements/e/P20414	has restorationist collective agent of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				censor collective agent|has censor collective agent			http://rdaregistry.info/Elements/e/P20415	has censor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				abridger collective agent|has abridger collective agent			http://rdaregistry.info/Elements/e/P20416	has abridger collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				recordist collective agent|has recordist collective agent			http://rdaregistry.info/Elements/e/P20417	has recordist collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				transcriber collective agent|has transcriber collective agent			http://rdaregistry.info/Elements/e/P20418	has transcriber collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				special effects provider collective agent|has special effects provider collective agent			http://rdaregistry.info/Elements/e/P20419	has special effects provider collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				visual effects provider collective agent|has visual effects provider collective agent			http://rdaregistry.info/Elements/e/P20420	has visual effects provider collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				music programmer collective agent|has music programmer collective agent			http://rdaregistry.info/Elements/e/P20421	has music programmer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				onscreen participant collective agent|has onscreen participant collective agent			http://rdaregistry.info/Elements/e/P20422	has onscreen participant collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				stage director collective agent|has stage director collective agent			http://rdaregistry.info/Elements/e/P20423	has stage director collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				arranger collective agent of music|has arranger collective agent of music			http://rdaregistry.info/Elements/e/P20424	has arranger collective agent of music																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				contributor collective agent to performance|has contributor collective agent to performance			http://rdaregistry.info/Elements/e/P20425	has contributor collective agent to performance																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				contributor collective agent to amalgamation|has contributor collective agent to amalgamation			http://rdaregistry.info/Elements/e/P20426	has contributor collective agent to amalgamation																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				instrumental conductor collective agent|has instrumental conductor collective agent			http://rdaregistry.info/Elements/e/P20427	has instrumental conductor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				actor collective agent|has actor collective agent			http://rdaregistry.info/Elements/e/P20428	has actor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				onscreen presenter collective agent|has onscreen presenter collective agent			http://rdaregistry.info/Elements/e/P20429	has onscreen presenter collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				dancer collective agent|has dancer collective agent			http://rdaregistry.info/Elements/e/P20430	has dancer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				host collective agent|has host collective agent			http://rdaregistry.info/Elements/e/P20431	has host collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				moderator collective agent|has moderator collective agent			http://rdaregistry.info/Elements/e/P20432	has moderator collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				puppeteer collective agent|has puppeteer collective agent			http://rdaregistry.info/Elements/e/P20433	has puppeteer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				panelist collective agent|has panelist collective agent			http://rdaregistry.info/Elements/e/P20434	has panelist collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				instrumentalist collective agent|has instrumentalist collective agent			http://rdaregistry.info/Elements/e/P20435	has instrumentalist collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				commentator collective agent|has commentator collective agent			http://rdaregistry.info/Elements/e/P20436	has commentator collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				narrator collective agent|has narrator collective agent			http://rdaregistry.info/Elements/e/P20437	has narrator collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				storyteller collective agent|has storyteller collective agent			http://rdaregistry.info/Elements/e/P20438	has storyteller collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				speaker collective agent|has speaker collective agent			http://rdaregistry.info/Elements/e/P20439	has speaker collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				instructor collective agent|has instructor collective agent			http://rdaregistry.info/Elements/e/P20440	has instructor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				singer collective agent|has singer collective agent			http://rdaregistry.info/Elements/e/P20441	has singer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				conductor collective agent|has conductor collective agent			http://rdaregistry.info/Elements/e/P20442	has conductor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				voice actor collective agent|has voice actor collective agent			http://rdaregistry.info/Elements/e/P20443	has voice actor collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				mixing engineer collective agent|has mixing engineer collective agent			http://rdaregistry.info/Elements/e/P20444	has mixing engineer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				recording engineer collective agent|has recording engineer collective agent			http://rdaregistry.info/Elements/e/P20445	has recording engineer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				letterer collective agent|has letterer collective agent			http://rdaregistry.info/Elements/e/P20446	has letterer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				presenter collective agent|has presenter collective agent			http://rdaregistry.info/Elements/e/P20447	has presenter collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				creator collective agent of expression|has creator collective agent of expression			http://rdaregistry.info/Elements/e/P20448	has creator collective agent of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				editor collective agent of moving image work|has editor collective agent of moving image work			http://rdaregistry.info/Elements/e/P20449	has editor collective agent of moving image work																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				production designer collective agent|has production designer collective agent			http://rdaregistry.info/Elements/e/P20450	has production designer collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				minute taker collective agent|has minute taker collective agent			http://rdaregistry.info/Elements/e/P20451	has minute taker collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				dubbing director collective agent|has dubbing director collective agent			http://rdaregistry.info/Elements/e/P20452	has dubbing director collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				animator collective agent|has animator collective agent			http://rdaregistry.info/Elements/e/P20453	has animator collective agent																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				choral conductor family|has choral conductor family			http://rdaregistry.info/Elements/e/P20513	has choral conductor family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				interviewer family of expression|has interviewer family of expression			http://rdaregistry.info/Elements/e/P20514	has interviewer family of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				editor family|has editor family			http://rdaregistry.info/Elements/e/P20515	has editor family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				draftsman family|has draftsman family			http://rdaregistry.info/Elements/e/P20516	has draftsman family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				colourist family|has colourist family			http://rdaregistry.info/Elements/e/P20517	has colourist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				makeup artist family|has makeup artist family			http://rdaregistry.info/Elements/e/P20518	has makeup artist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				musical director family|has musical director family			http://rdaregistry.info/Elements/e/P20519	has musical director family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				sound designer family|has sound designer family			http://rdaregistry.info/Elements/e/P20520	has sound designer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				lighting designer family|has lighting designer family			http://rdaregistry.info/Elements/e/P20521	has lighting designer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				costume designer family|has costume designer family			http://rdaregistry.info/Elements/e/P20522	has costume designer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				translator family|has translator family			http://rdaregistry.info/Elements/e/P20523	has translator family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				reviser family|has reviser family			http://rdaregistry.info/Elements/e/P20524	has reviser family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				audio engineer family|has audio engineer family			http://rdaregistry.info/Elements/e/P20525	has audio engineer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				DJ family|has DJ family			http://rdaregistry.info/Elements/e/P20526	has DJ family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				art director family|has art director family			http://rdaregistry.info/Elements/e/P20527	has art director family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				performer family|has performer family			http://rdaregistry.info/Elements/e/P20528	has performer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				court reporter family|has court reporter family			http://rdaregistry.info/Elements/e/P20529	has court reporter family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				software developer family|has software developer family			http://rdaregistry.info/Elements/e/P20530	has software developer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				interviewee family of expression|has interviewee family of expression			http://rdaregistry.info/Elements/e/P20531	has interviewee family of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				restorationist family of expression|has restorationist family of expression			http://rdaregistry.info/Elements/e/P20532	has restorationist family of expression																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				censor family|has censor family			http://rdaregistry.info/Elements/e/P20533	has censor family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				abridger family|has abridger family			http://rdaregistry.info/Elements/e/P20534	has abridger family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				recordist family|has recordist family			http://rdaregistry.info/Elements/e/P20535	has recordist family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				transcriber family|has transcriber family			http://rdaregistry.info/Elements/e/P20536	has transcriber family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				special effects provider family|has special effects provider family			http://rdaregistry.info/Elements/e/P20537	has special effects provider family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				visual effects provider family|has visual effects provider family			http://rdaregistry.info/Elements/e/P20538	has visual effects provider family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				music programmer family|has music programmer family			http://rdaregistry.info/Elements/e/P20539	has music programmer family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				onscreen participant family|has onscreen participant family			http://rdaregistry.info/Elements/e/P20540	has onscreen participant family																																
	700	ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	3	Family name	Type of added entry	*				1	Real World Object URI (R)				stage director family|has stage director family			http://rdaregistry.info/Elements/e/P20541	has stage director family																																
